"SDG","SDG target","SDG indicator","Indicator Code","Indicator name","Geographical area code","Geographical area name","Year","Value","Time detail","Source","Footnote","Type of data","Units","Age group","Bounds","Frequency","Level/Status","Location","Type of reporting","Sex","SDG 6 Data portal level"
NA,NA,"6.2.1a",NA,"Sanitation, Safely managed service",NA,"Mexico","2020",57.341102837841,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Overall"
NA,NA,"6.2.1a",NA,"Sanitation, Safely managed service",NA,"Colombia","2020",18.314878358116,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Overall"
NA,NA,"6.2.1a",NA,"Sanitation, Faecal sludge treated",NA,"Mexico","2020",3.1356641391893,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Faecal sludge treated"
NA,NA,"6.2.1a",NA,"Sanitation, Faecal sludge treated",NA,"Colombia","2020",0.85240294548956,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Faecal sludge treated"
NA,NA,"6.2.1a",NA,"Sanitation, Faecal sludge treated",NA,"Puerto Rico","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Faecal sludge treated"
NA,NA,"6.2.1a",NA,"Sanitation, Faecal sludge treated",NA,"Cuba","2020",0.94489929756344,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Faecal sludge treated"
NA,NA,"6.2.1a",NA,"Sanitation, Faecal sludge treated",NA,"Chile","2020",2.6199655518134,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Faecal sludge treated"
NA,NA,"6.2.1a",NA,"Sanitation, Faecal sludge treated",NA,"Costa Rica","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Faecal sludge treated"
NA,NA,"6.2.1a",NA,"Sanitation, Faecal sludge treated",NA,"Ecuador","2020",0.26708882424383,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Faecal sludge treated"
NA,NA,"6.2.1a",NA,"Sanitation, Faecal sludge treated",NA,"Brazil","2020",3.9213386094437,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Faecal sludge treated"
NA,NA,"6.2.1a",NA,"Sanitation, Faecal sludge treated",NA,"Bolivia (Plurinational State of)","2020",8.7946889072199,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Faecal sludge treated"
NA,NA,"6.2.1a",NA,"Sanitation, Faecal sludge treated",NA,"Honduras","2020",1.9152142440228,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Faecal sludge treated"
NA,NA,"6.2.1a",NA,"Sanitation, Disposed insitu",NA,"Honduras","2020",33.606356253441,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Disposed insitu"
NA,NA,"6.2.1a",NA,"Sanitation, Disposed insitu",NA,"Mexico","2020",4.7881472829939,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Disposed insitu"
NA,NA,"6.2.1a",NA,"Sanitation, Disposed insitu",NA,"Colombia","2020",5.2714152453043,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Disposed insitu"
NA,NA,"6.2.1a",NA,"Sanitation, Disposed insitu",NA,"Puerto Rico","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Disposed insitu"
NA,NA,"6.2.1a",NA,"Sanitation, Disposed insitu",NA,"Cuba","2020",19.305339171575,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Disposed insitu"
NA,NA,"6.2.1a",NA,"Sanitation, Disposed insitu",NA,"Chile","2020",3.1988904459354,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Disposed insitu"
NA,NA,"6.2.1a",NA,"Sanitation, Disposed insitu",NA,"Costa Rica","2020",20.968406986204,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Disposed insitu"
NA,NA,"6.2.1a",NA,"Sanitation, Disposed insitu",NA,"Ecuador","2020",24.652391462916,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Disposed insitu"
NA,NA,"6.2.1a",NA,"Sanitation, Disposed insitu",NA,"Brazil","2020",7.2141499806009,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Disposed insitu"
NA,NA,"6.2.1a",NA,"Sanitation, Disposed insitu",NA,"Bolivia (Plurinational State of)","2020",10.356440069736,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Disposed insitu"
NA,NA,"6.2.1a",NA,"Sanitation, Sewage treated",NA,"Honduras","2020",14.153528085247,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Sewage treated"
NA,NA,"6.2.1a",NA,"Sanitation, Sewage treated",NA,"Colombia","2020",12.199471958486,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Sewage treated"
NA,NA,"6.2.1a",NA,"Sanitation, Sewage treated",NA,"Mexico","2020",49.664754171801,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Sewage treated"
NA,NA,"6.2.1a",NA,"Sanitation, Sewage treated",NA,"El Salvador","2020",1.6616654819034,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Sewage treated"
NA,NA,"6.2.1a",NA,"Sanitation, Sewage treated",NA,"Puerto Rico","2020",32.50916087981,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Sewage treated"
NA,NA,"6.2.1a",NA,"Sanitation, Sewage treated",NA,"Jamaica","2020",7.7990721923721,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Sewage treated"
NA,NA,"6.2.1a",NA,"Sanitation, Sewage treated",NA,"Cuba","2020",16.387293516554,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Sewage treated"
NA,NA,"6.2.1a",NA,"Sanitation, Sewage treated",NA,"Chile","2020",72.782546012784,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Sewage treated"
NA,NA,"6.2.1a",NA,"Sanitation, Sewage treated",NA,"Costa Rica","2020",9.2360288356558,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Sewage treated"
NA,NA,"6.2.1a",NA,"Sanitation, Sewage treated",NA,"Ecuador","2020",16.712460235841,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Sewage treated"
NA,NA,"6.2.1a",NA,"Sanitation, Sewage treated",NA,"Brazil","2020",37.604027936567,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Sewage treated"
NA,NA,"6.2.1a",NA,"Sanitation, Sewage treated",NA,"Bolivia (Plurinational State of)","2020",32.935211026741,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Safely managed service > Sewage treated"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Martinique","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Ecuador","2020",0.90507794794865,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Brazil","2020",0.30412817972203,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Bolivia (Plurinational State of)","2020",9.7933084791665,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Honduras","2020",4.1761945509702,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Guyana","2020",0.61013846022131,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Guatemala","2020",2.0235996091405,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Guadeloupe","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Mexico","2020",0.096456614060438,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Colombia","2020",2.5854849285367,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"El Salvador","2020",0.29738492502993,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Belize","2020",0.5693653303782,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"United States Virgin Islands","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"French Guiana","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Puerto Rico","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Saint Martin (French Part)","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Jamaica","2020",0.79757980477827,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Saint Barthélemy","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Cuba","2020",0.24070631101281,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Dominican Republic","2020",2.2523929914819,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Haiti","2020",18.133264644279,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Falkland Islands (Malvinas)","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Chile","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Montserrat","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Costa Rica","2020",0.12658603455816,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Martinique","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Ecuador","2020",7.3530542391136,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Brazil","2020",0.0964861876423,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Bolivia (Plurinational State of)","2020",17.322931994355,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Honduras","2020",9.2607033563448,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Guyana","2020",10.238615995682,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Guatemala","2020",10.875162088452,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Guadeloupe","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Mexico","2020",6.7872123791037,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Colombia","2020",3.3080784386294,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"El Salvador","2020",16.784534018799,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Belize","2020",9.0482577862522,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"United States Virgin Islands","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"French Guiana","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Jamaica","2020",12.342629412971,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Barbados","2020",1.9075376884422,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Puerto Rico","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Saint Martin (French Part)","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Saint Barthélemy","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Cuba","2020",1.6615468120561,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Dominican Republic","2020",9.140872816058,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Haiti","2020",28.469842969706,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Falkland Islands (Malvinas)","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Chile","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Montserrat","2020",10.548962161496,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Costa Rica","2020",0.76053064261711,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, Basic service",NA,"Costa Rica","2020",67.710557893166,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Basic service"
NA,NA,"6.2.1a",NA,"Sanitation, Basic service",NA,"Ecuador","2020",49.892981606868,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Basic service"
NA,NA,"6.2.1a",NA,"Sanitation, Basic service",NA,"Brazil","2020",41.372156036916,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Basic service"
NA,NA,"6.2.1a",NA,"Sanitation, Basic service",NA,"Bolivia (Plurinational State of)","2020",12.83421087666,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Basic service"
NA,NA,"6.2.1a",NA,"Sanitation, Basic service",NA,"Honduras","2020",34.10148212575,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Basic service"
NA,NA,"6.2.1a",NA,"Sanitation, Basic service",NA,"Mexico","2020",35.082959771838,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Basic service"
NA,NA,"6.2.1a",NA,"Sanitation, Basic service",NA,"Colombia","2020",75.365752223579,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Basic service"
NA,NA,"6.2.1a",NA,"Sanitation, Basic service",NA,"Puerto Rico","2020",67.49083912019,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Basic service"
NA,NA,"6.2.1a",NA,"Sanitation, Basic service",NA,"Cuba","2020",54.718820222292,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Basic service"
NA,NA,"6.2.1a",NA,"Sanitation, Basic service",NA,"Chile","2020",21.398596712328,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Basic service"
NA,NA,"6.2.1a",NA,"Sanitation, At least basic service",NA,"Martinique","2020",99.528272089573,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > At least basic service"
NA,NA,"6.2.1a",NA,"Sanitation, At least basic service",NA,"Guyana","2020",85.782506613514,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > At least basic service"
NA,NA,"6.2.1a",NA,"Sanitation, At least basic service",NA,"Guatemala","2020",67.928581080104,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > At least basic service"
NA,NA,"6.2.1a",NA,"Sanitation, At least basic service",NA,"Guadeloupe","2020",99.694273963118,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > At least basic service"
NA,NA,"6.2.1a",NA,"Sanitation, At least basic service",NA,"El Salvador","2020",82.449752539181,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > At least basic service"
NA,NA,"6.2.1a",NA,"Sanitation, At least basic service",NA,"Belize","2020",88.214275569785,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > At least basic service"
NA,NA,"6.2.1a",NA,"Sanitation, At least basic service",NA,"United States Virgin Islands","2020",99.371277530995,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > At least basic service"
NA,NA,"6.2.1a",NA,"Sanitation, At least basic service",NA,"French Guiana","2020",92.445137797738,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > At least basic service"
NA,NA,"6.2.1a",NA,"Sanitation, At least basic service",NA,"Jamaica","2020",86.606424533462,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > At least basic service"
NA,NA,"6.2.1a",NA,"Sanitation, At least basic service",NA,"Barbados","2020",98.092462311558,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > At least basic service"
NA,NA,"6.2.1a",NA,"Sanitation, At least basic service",NA,"Saint Martin (French Part)","2020",100,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > At least basic service"
NA,NA,"6.2.1a",NA,"Sanitation, At least basic service",NA,"Saint Barthélemy","2020",100,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > At least basic service"
NA,NA,"6.2.1a",NA,"Sanitation, At least basic service",NA,"Dominican Republic","2020",87.178181513076,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > At least basic service"
